titulo,link,descricao
SIA Talks promove discussão sobre regulamentação da Inteligência Artificial no Brasil e no mundo - pi.gov.br,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQNkJXMVVKNW5JcDdBNDBGYUg4UXM4aHpfcl9rWVJTbHI2NFVmWjVkcXVnZGtQM3ZSaDN2U0Y3RjExNHBuWkNDQUllWWlaUURsNTlBYjJpVzh5TUtBc2htamxiNjJ4TWc5M0ZMWHJidGJqVmtteGVneHRJeTh2bHJiN2dSRWotZ214TDc3bGE0bkRqbFh2aDh2QXYwemh5RFllM2FlZk1rUlNucG91TWhpaUYyMGZncU1oMWhr?oc=5,SIA Talks promove discussão sobre regulamentação da Inteligência Artificial no Brasil e no mundo&nbsp;&nbsp;pi.gov.br
CapacitIA vai qualificar entidades do OPA com inclusão digital e uso de inteligência artificial - pi.gov.br,https://news.google.com/rss/articles/CBMiugFBVV95cUxPZk1aNG5leXdRaE16ZmZnbkVHbU8zeVdIT2lGRV83eVI4VUdyLWpleE4wWEZhVjE2V0pMVlVubEpzTjFoWm1zRzluS0FPdkswVzVoeDVVNFo4cVJIbXJEV1h2cXFDTDJsLUFkWjMwdy0wN2pLSWVNbWNRTlh0cTFBdmx3dGEtNUJkWnZBYVJsNF9FUkE4dDZERVFtNG93SlByb01QMktMal93eTFId1BKYXNfbVRJUTdVTEE?oc=5,CapacitIA vai qualificar entidades do OPA com inclusão digital e uso de inteligência artificial&nbsp;&nbsp;pi.gov.br
Faculdade Estadual PIT abre inscrições para vagas remanescentes em Inteligência Artificial - pi.gov.br,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQZnJGUktYVGRZN2d4TnZpZDd3a3g0LVZtc19UQU9oU0E0Mm10V2N0TFh1ZW1WZnBYQmhORnNmeThaUHdXeUNDVnRhaWRIaHFGelJ0eE1sVHRhZXVmRzBKb3lMVVgtZ3NYMlFBbUZzdkhCWEhmb0tPZl9qNEFjODFORHNYRGJxWGxOeWxLTTBSeGtWUWNGU0gxbU02bDR2M0xxSEo4RlgzMzEtVkNBZWowTnp6QnlZOENGUVZNS3g1YWhxaUJuYmVYTzNodkJZT0dKNW85TlllNA?oc=5,Faculdade Estadual PIT abre inscrições para vagas remanescentes em Inteligência Artificial&nbsp;&nbsp;pi.gov.br
DER conta com Inteligência Artificial (IA) para monitorar o tráfego nas rodovias do Piauí - pi.gov.br,https://news.google.com/rss/articles/CBMirwFBVV95cUxQdERwemNFc0JCVk1od1VJZ3FwNjY4MjhaQWR4QVc3MnlVX1ZBeVdyTzk2eHJCQktFbTl1bGZpN2pOUkNveE5hZWI0c3Vzbi10clFXaU9oUVplVndWbnZWTEh6MGRwczRCLW9jYURYNklCOWdFcGZqaGxaUW0tUUZwM3RDS0NIWGUybHRUMXIzNWgxd3JyaUt2QVpOS1pNaS1OcS1sVl90SFQ4NWlUc3FJ?oc=5,DER conta com Inteligência Artificial (IA) para monitorar o tráfego nas rodovias do Piauí&nbsp;&nbsp;pi.gov.br
SoberanIA: Rafael Fonteles firma cooperação com ministra da Ciência e Tecnologia para desenvolver IA criada no Piauí - pi.gov.br,https://news.google.com/rss/articles/CBMi1AFBVV95cUxOdHU5c3dsa1JXMFNaLUpjdEdMYXdoaUxERmR3OF9EY3d3Vm13TE1GLTV4TzMydEktaEptM3hUWXpEZFlWZGcwUVl6dnlnY3AtN2prOFBDLWlPT1JSN0hnWkpxUG1aREtDTk02U3ZnYTNTSVpwVFBzR1UxMHdrdmJmYTdnNUt1Z3hIeW9GUVdVSEw3aml2WUFBTUZrMG5UbFRuQ1I0S0ZYVlo1NWsyaWlHaGlOZ1N0aElqdjYzZ3ZHY3UwTS03M2ctQ3l4QjNyQUZOOTJleg?oc=5,SoberanIA: Rafael Fonteles firma cooperação com ministra da Ciência e Tecnologia para desenvolver IA criada no Piauí&nbsp;&nbsp;pi.gov.br
Uespi conclui curso sobre Inteligência Artificial Aplicada ao Serviço Público - pi.gov.br,https://news.google.com/rss/articles/CBMiogFBVV95cUxNSzRSaDBvcU5XZGtSMTNwRXJlVVBIdHJLSDNTRndoWlJSZGZjaDk3VFVzZ19aYnBScmtWMGJuS1pFYUQ5VHctRDNaQ1NuOC1RWkdVOFZxZW1HWWZYZDVGa0g5SEFrOXNLcUdIUkhMUnNvazd6UDZIRnRQU0gxMEQ0bGV5T1Vrb2JOOVNKZ3MxSWNXT1c4M2tQZUFvMldkNFBQN2c?oc=5,Uespi conclui curso sobre Inteligência Artificial Aplicada ao Serviço Público&nbsp;&nbsp;pi.gov.br
SIA e Seduc lançam chamada pública para seleção de professores bolsistas no projeto Conexão Ciência Piauí - SEDUC-PI,https://news.google.com/rss/articles/CBMi7AFBVV95cUxQV1NETTFwSVRucmxmcS16cWpQQVR0aDA4Z0Nhd3pzUE50dk9GNXVTLXF6aEU2S01CTzl2V2FIZEpfQ0tBZEUtZ2NRb1BYRzNidVBJcm82OUE4QkdmdE1Cd2Ixc05OVEt5VkVEandoaTltY0tLRTdiNEtnMFA3aEdQTi1YX0ZDOERkVlJfYzNqR051RnhDX0t6R2x5Sm9GNDY2Rk1Qb0REZzZyQzl0b3BfUmQtM1J2bUN3aFZRSHFsSk1VVk9fcGk3TkZYRERWQkJjR3lMMG4ySmx2YVBfUmVkNXhKUkRfUmxiU3lQQw?oc=5,SIA e Seduc lançam chamada pública para seleção de professores bolsistas no projeto Conexão Ciência Piauí&nbsp;&nbsp;SEDUC-PI
O que o Piauí fez para estruturar um currículo de IA - PORVIR,https://news.google.com/rss/articles/CBMiXkFVX3lxTE0zM3ZSVElJNzNBdkhnWkhBNnZUdFBSNW9DR204b0ZlVTJHY0xTVG1KZHZHNHdNOFNSeG11enEwSnNUWEo0YmRMM2dPRE9xN0ZsR1pTS3FNRnlRcjhCOVE?oc=5,O que o Piauí fez para estruturar um currículo de IA&nbsp;&nbsp;PORVIR
Embrapa apresenta inovações para o agronegócio em evento no Piauí - A Embrapa,https://news.google.com/rss/articles/CBMixAFBVV95cUxPeWI1OHhQM3V0emtWaEoybnJqOUN2WG04R2d4X2dQWURxVWNlUVN6R0hsNi1EUWd3NDFvUmc5NktBcG80YUJoRHRtYXlueVRjOXVyRS1UWHhkY2xOVXdYTXRsMExCVlVoOVZ3a0czWUQ0MDAyT01rWGYyWHFWeXlidThqdXRlVmU4RmgyMWUtNXAwMElJc2hnOF85SUFENVFObDFTcnl4YzJYRkJhbFJQbUQwcEhwUm54SnphdkdLdnVFdmlj?oc=5,Embrapa apresenta inovações para o agronegócio em evento no Piauí&nbsp;&nbsp;A Embrapa
Piauí é destaque no Educação Já 2025 com pioneirismo em Inteligência Artificial na educação básica - Consed,https://news.google.com/rss/articles/CBMixwFBVV95cUxOY1FCZTRUWUFvMThwVUlhYkloaEc4SGxoVHBWbTBXZmoxeHoyNVk5eUpwb01nWGFlQVpLWFRxX0FJc0lWRHkyYlNXWWRuR0tEX1NwMWpDaTU2Qk1JeTF4OFU5VGpNd3pmclJKeGJQSFgzZUZrM2lfaFJwbXJrSVhZYkpOdnhkX0xMY0FXU2pfa19TU3lIMmc5QTNoSlpzT3l3cDFuZWNmZTZtSEIzRmNVTFQ2ODFUamVGb0hRc3Q3SWtjMDZFZlFR?oc=5,Piauí é destaque no Educação Já 2025 com pioneirismo em Inteligência Artificial na educação básica&nbsp;&nbsp;Consed
Parnaíba receberá sistema de videomonitoramento com inteligência artificial em outubro - Portal Cidade Modelo,https://news.google.com/rss/articles/CBMixAFBVV95cUxNdDcyWTkwX0NodGNCaEhueDlaakhLVjdETG5tUUtPblhuY01zXzZJRi1OYjA5d2Y5SmFPeVl4VnBjYWRaTnd2X3VjQzAxLVdJeGlYMk92QjlTXzdESnBzbEh1MktpaWhwM0Z0aEw1TWo5a0ZCdU9xdldUWTVSczhJLTNtd1MwMDA2bmFJM1pUaVluSFZzdWlacHNpc3lNS01IQ0FwTjd0enFGSjV5ZXp5dUVBaGlzYmNWcjFLVC1ESVBNQnYx?oc=5,Parnaíba receberá sistema de videomonitoramento com inteligência artificial em outubro&nbsp;&nbsp;Portal Cidade Modelo
SIA representa o Piauí em encontros sobre IA e tecnologia com Itália e Israel - pi.gov.br,https://news.google.com/rss/articles/CBMiogFBVV95cUxPTVlMTVE4Sno0dTdaUGJmZzJSTXlQeldEMWE1NjNLLXRJMVdoamFLRDR3MG9nMEhmV0FvZmxXdkhKWWJtS0kyWk90TDg1UWVKVEhjSTVsZUttUEZQNS1rQlVOZWtJZnhVZVh2dmFIRU82N0tiR2VXM29VR2U3RUhjTnFkV2RlM0YxSjJ6N1VYQ3djUlNSVkNCOFR5MWJUX3EwS0E?oc=5,SIA representa o Piauí em encontros sobre IA e tecnologia com Itália e Israel&nbsp;&nbsp;pi.gov.br
Piauí quer empréstimo de US$ 60 milhões com o BID para data center dedicado à Inteligência Artificial - ConvergenciaDigital,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQSHRFdmprdXIzVWRud3dYTFNjbW1qM29OUTNOUFhvd21JMU9Na05CMzhrU2xGTVNiRzk2Qi0yQ19sM0hFQXplUWs2dC1wTTdGdm5EUF9kQloyS0FWNTJZMl9iN0JnY19LN2t3eDlLYTVTZjgzODBLcFBqaDZzbThOR2JCYmNmQkJRQU90Y3JGVl9pZHJlanZMUldFejFFM3JuTEhGaklkNEVOZjlzV2ZWZllpbVh1TGNMaUlEeUJKNFBlRjd2OUtxaGdSX0FFWmRkUkxadGZkMmxGVU5W?oc=5,Piauí quer empréstimo de US$ 60 milhões com o BID para data center dedicado à Inteligência Artificial&nbsp;&nbsp;ConvergenciaDigital
TJPI lança nova ferramenta de Inteligência Artificial voltada a processos criminais - Tribunal de Justiça do Piauí,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPWFdZcTBkaHVzdmtDTEw0TzU5dXdINmdiYzlyNHZuV2ZyQzMydzhvbTFMTVpiZFQyTGdCcUpKYTRJZHFkaDFsQUJDVVNCXzloMFhzOWNQdm92V0hIZGozT1FHb1dRMFNHZkhwNnR1ZlhHYUwwOG1QVmN3dnBRVnBHVmJDSV92SVhkNzJmSmRhLVFSY0F5YUxyQkVnS3NXTFFRQ0MzMWFES0hFbkhOZzBETmFRblRWTGgtczBFM2NORlBVS1RVbGRCXzRidXdzUFJueFRNSQ?oc=5,TJPI lança nova ferramenta de Inteligência Artificial voltada a processos criminais&nbsp;&nbsp;Tribunal de Justiça do Piauí
TCE-PI sediará BPM Day Piauí 2025 com foco em inteligência artificial e transformação organizacional - Tribunal de Contas do Estado do Piauí,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNWTZjUFIwOFdKcHNFeU1QNnRSa09mTVhhWVFmbHlyQm1sQ1Fkc2NMeFlueXlSckpqQWRSMDU2QUhiSVFIOEhTbXpWYmZ5MVZacjlUWk16VzZuek10ZmxxUTQxX2E0c1lXZ0lhZ21ZeWQwMGFxa2VvV0IzNk16LUtVTWpJT3g5Tm5kbVB1YnlDdUY4bnN0VnJOQnUzR2RFQkpza3ZQT3Z2d3lkTjFiOUxqcW5QM3RwSG5DUmtFOGRTUTBZaVU?oc=5,TCE-PI sediará BPM Day Piauí 2025 com foco em inteligência artificial e transformação organizacional&nbsp;&nbsp;Tribunal de Contas do Estado do Piauí
Seduc capacita professores para ensino de Inteligência Artificial e uso de ferramentas Google nas escolas - pi.gov.br,https://news.google.com/rss/articles/CBMixwFBVV95cUxQOC1BZk9EaVhLUW9GdktuYkQ3WVVvR0tlMkJveGhBUmoyWndjd1JzczN3N2p5OERaWEN5c0JrdDRtWHZ3SUQyRnZsYUh0OU5zZ21ISEhfYzQyVVpsTVdiZlFUc1NLZzc5bnlpaFBvR0ZxRmxBaXhZRXYwZTc3emw0Q2Z5WGdyTzB1RHR0cnlBTnRhTkJLOXJIRlJ1c05rTzdLRmU2eERkTDVacGxYMk1NNC1ISGZnX29obVYxTGVkVk4wVEZZRWVJ?oc=5,Seduc capacita professores para ensino de Inteligência Artificial e uso de ferramentas Google nas escolas&nbsp;&nbsp;pi.gov.br
Evento voltado à tecnologia e inovação traz palestras e painéis sobre transformação digital e inteligência artificial - Ministério Público do Estado do Piauí,https://news.google.com/rss/articles/CBMi_wFBVV95cUxPR2MtQ3ZhMzVaakg4cG5oZUQ5UVMyajF4a2oxYWM1RHl4UlJXWlRFenprbTU0TUFYU2tCSDFpUVlBc3I5R1NjNU1TNGdqWjRfNEMzSmhiQ2VEV3NfeE9uTDVoejBCVmltZGhqTFdoLXdJQVM1ZU43WFk5Mm9vTUNJWVIxWnRia0NvOVQ5RktWSWU0Y0VrV19nREFHb2FPSnJqX2V4UFJUSVhaaHEtbmFLTnVaTDRWLUVUTzY2Si12ZGl2ejJCN2xNMjFDMTItVkNoaVNHV1h5YlJIOGlETWQ1QlhKX2dTSW01MHBETVNOU2dyQmwyZ3VLTFFvWFIwR0E?oc=5,Evento voltado à tecnologia e inovação traz palestras e painéis sobre transformação digital e inteligência artificial&nbsp;&nbsp;Ministério Público do Estado do Piauí
Piauí é pioneiro em seminário sobre compras públicas para inovação - pi.gov.br,https://news.google.com/rss/articles/CBMikwFBVV95cUxOQVVOZ2RsbjJRa0xSQ01KUXFTYXFrbTRaajJVQ0VZSG84cFhBWEcyQzlvN3BqQUQzejJ5RWs3QXptY2hjRDVqbDRBVV9CZzA1d0pmNWczdzZkMmxHZVl0SmJHMW02a0laLWJyQ0haNWF6VDRLemVzaW9ydlRQb0diU1N2UDVmcnJheHZxUWFOMUhOaEU?oc=5,Piauí é pioneiro em seminário sobre compras públicas para inovação&nbsp;&nbsp;pi.gov.br
"TJPI lança JuLIA Minutas, ferramenta de inteligência artificial para agilizar processos de empréstimos consignados - Tribunal de Justiça do Piauí",https://news.google.com/rss/articles/CBMi_AFBVV95cUxPLUhKX1RadjVoVFNvVGVDVjNOUVlHb2trM3RvZDBaUWlSaGFDeUlRWjlfdmdiek45cEczanE4Y21HVF9yZXUxZEJQam1SVnk0SlV1cXdPR3JiMEYzSHZoaHRQVllPeU1NZ0MtM2E2LUZDMS1IR1pERE5UUEowaDVCa0Z6bWI1QV9EZFY2Yk5yb1VFTm44aVBFU0RIdWpvQmtQaHNKcW96Q09wT0tENndMRnl4R1MxMzhfdnpMWDNtakg1UU4wTGQ5QWRBa2N6dzR5TmV4amwwQlF2NkNwVlhERHlZeDg5Y0R6NXVVTzR0OEtVVktialc0NHFIbWw?oc=5,"TJPI lança JuLIA Minutas, ferramenta de inteligência artificial para agilizar processos de empréstimos consignados&nbsp;&nbsp;Tribunal de Justiça do Piauí"
Tecnologia e modernidade: TJPI apresenta o Sistema SOFia no EXPOJUD USA 2025 - Tribunal de Justiça do Piauí,https://news.google.com/rss/articles/CBMiygFBVV95cUxQM2hhVXNEVHlCbWxQNUNSb3l3ZkJVX0NHcWtKZjVvUGI0RFVtQ2E5YXlVbUEybjNTWTM4ZlZ3YXZrbjIyN2xlSThwSWt5dGNVRXE4ZFhxSUg3dlNHQjEwTHp0cE9mM0N4T2ROU21leDJuMGR0bjZ2Q1FWckJkS09iR1NPMXZXNzVsLUlUU2ZkZkYwOXFuOGV6cUxIQlFMdTgxWS1nM1AtSHNBVlhFRVBNdlZkVWdkZVdEX0Yzem5Gb2h2dzlycnlEZGJR?oc=5,Tecnologia e modernidade: TJPI apresenta o Sistema SOFia no EXPOJUD USA 2025&nbsp;&nbsp;Tribunal de Justiça do Piauí
Inteligência Artificial nas estruturas de poder no Brasil é discutido no TRE-PI - Tribunal Regional Eleitoral do Piauí,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNNWM0Ylhwb3dObDJTaV81dkFiUGhXcW40OWxTVnZGTnJJZlZiSzBFLVppN2ZZMFRuWGNxaGRlTW5Ha2g4cWZFRXNKN0E5ZXczOUpzeXh5R3RsRFBXVHZKSEtZZEJkTG83dGdVd1czZzkzdW41ei1NNWpoZC1XVVgxQkpVTkVuYjc2V2dmT1RkTFp5N1FpcFZjWUFWb0ktdUJoaXU3SjE3RlBKOEY0RWlZakJZVG5OblExQ3hKM3VMZUMzbHhxdHVDMWRYTHIydmN5S1E?oc=5,Inteligência Artificial nas estruturas de poder no Brasil é discutido no TRE-PI&nbsp;&nbsp;Tribunal Regional Eleitoral do Piauí
TJPI apresenta JuLIA em curso sobre IA no Judiciário promovido pela OAB Piauí - Tribunal de Justiça do Piauí,https://news.google.com/rss/articles/CBMizAFBVV95cUxOenpld0VhLU9UNm5jOG8yTlc0b1RYbllmWGtFY01fRDJITHFvMW1RVkdxUHhZVEhoY1dvVTNvMlYtT0lQVU5ibktvYnlsek9MNW9mRTVnOGNUZ0tUcFpkQ2MySC1sUk9paWNuZEYySGRHVU1EUi1KNUVCV1R0dHpYVWlmRXg5OU5Yb1o0NUpJUjFMRnlGaVBrU0d2ZEx6U3RSdVRIOUVnSTNaM0VPVGlXVGV2Um9OSkRPX1dLQV9hVVgzdURfdXp4WE16RzI?oc=5,TJPI apresenta JuLIA em curso sobre IA no Judiciário promovido pela OAB Piauí&nbsp;&nbsp;Tribunal de Justiça do Piauí
Governo do Piauí autoriza curso superior em Inteligência Artificial - CidadeVerde.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQbkdtRkRsdXBXNmU5dElEdXl2N05QSzZCODBzc1lBQzBvekpRQ0NFdWVLNWNJS0tIQ0hUajRrbnY2Mm1ac3Jydl9MUFJja3B4bmJhOFdaR0hBM0lxNWUxWWpST0EwQy1iTUFnUXJkTjBsVmlNTjM1cE0wTzR0bTBleWdQWmlONkpwZmJ4R2R0S3FJZDc4bEpTLXAtLUZYSlRDM3JzVFVWbGgzaWM?oc=5,Governo do Piauí autoriza curso superior em Inteligência Artificial&nbsp;&nbsp;CidadeVerde.com
Secretaria de Estado da Educação - SEDUC-PI,https://news.google.com/rss/articles/CBMirAJBVV95cUxNT251TmpTZ1JxQ2NpN2YzZmQ2WGVrX2RoUmhrejVPWG9qR1dGNllVTTFzcTZjOGhyMy14ekRpV1I4dGJlSUFTWndTQmozQ3h1c2ZEaEUycW11S1JoWW1sVTgwTk9wcVpsS1JNWUpnUDMwTjZBVW9LUUMwMWhJV3U0el9XVEtJQ0ZRWU5hQmxDZnRIQnNPcWRCaU9IWEN1ZU43a1Q0MTRpQjFiSUpzTWxMc3hNeXhtekM4RjRrR3h0ZWZ3Yms1d2YtZ295c0Y4LXg2bEp1SDJLRUNYRzE5dTM4V3RUS3AtYldoLTloQ25nczNLTlNOQ3hvT29kYkx5R2EtenFWdVNTQUt4bU03a3E4LXgwa091VnB5Y1V5Z2VjcXFOSUVVSGtkRDNlR3M?oc=5,Secretaria de Estado da Educação&nbsp;&nbsp;SEDUC-PI
Pactos pelo Piauí: Governo aposta em IA para modernizar prefeituras - pi.gov.br,https://news.google.com/rss/articles/CBMikwFBVV95cUxNMWJoOTBHWUFxRWQ5dFN1eWhCcnV6R2E3YlBrLXExSS1MR1lUdlE1SzhfRG93REpXZE9tRHBtenFjMkJPeGpTNE5icDBuU2NxblZRZHFINEoya3Z2dE5NXzRvTW5GcF95eHIyQ1hFQ0t0d05oc2ZpNTR2YllndHpuQmVUWC1OZ1VyaTNNYkwwSDBZd0U?oc=5,Pactos pelo Piauí: Governo aposta em IA para modernizar prefeituras&nbsp;&nbsp;pi.gov.br
Contatos SEDUC - SEDUC-PI,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQVVhkVmVZeW5CZXRIWGFJUXFHVFhqUll0QmdrTXRxOFY0cVZabHBLTGNqLXkzbVpvbnFXUXBZZXF6WjZxV0d3ZlBzcVVWa2haZm9pemI2Y3hyNEhoaElLYkxGM0s3cEJQSXNvUnk5a2N2VFFSX3lUeHFnangzbjNjaHdvSnhjNnE4YU5PWEhDNGx6eEg5T01SZFJQb1I4S0p0cDBkZ3pLbnlwQjdGSkFEd2NUSEQ2WmI3WmFncGJhU09QS25PN1pfVXZXX2dfNFdVaFlrUUJ0cjF0d1pUV1lpblB2RQ?oc=5,Contatos SEDUC&nbsp;&nbsp;SEDUC-PI
CapacitIA: Programa que capacita servidores públicos no uso de inteligência artificial conclui a 10ª turma - pi.gov.br,https://news.google.com/rss/articles/CBMirAFBVV95cUxNZ05vQXJKSHA0T3RxbnZVdzJzdGVBTUdQWnBWYkRZcVV0QkNtZFBvMVFzRE1lb21RWm9Rbk5FN1d5cmRzdUtqeXk3YmJIT0pwMGRqWVEzczdza3I4d05EMUlBUi1XcVUxcDF4ajMxUWtydFNTZ0N0VHBWbVdkUG9jU3g5bFIyTUM5QXp4M003bjk4Sl82UEEzRTJ4enBVb0RGYW9kRlE0Q3ltLWNu?oc=5,CapacitIA: Programa que capacita servidores públicos no uso de inteligência artificial conclui a 10ª turma&nbsp;&nbsp;pi.gov.br
Consed debate Inteligência Artificial na Educação Básica durante seminário - Consed,https://news.google.com/rss/articles/CBMipwFBVV95cUxPYmMxaE1oLUlkUVBRVEE4dmFUNGFuNE43TnJvTmw3Y2pweXFzbWl0Qm5qN3M4THNfUmU4MEtmdE54alFJSUhaY0djWWkwRHlOX0hRMWw2S0haN082NFcyYUhpOHpubW9IVkpnWEN0YkU2ZGhQR3Zzbl91cWpUY09PUjhCYTViRUFDTk5oa1ZIVVFHMGpYeWpHN3VhNVlqY1NsbGU2dTZzRQ?oc=5,Consed debate Inteligência Artificial na Educação Básica durante seminário&nbsp;&nbsp;Consed
Governo divulga resultado final de chamada pública do Conexão Ciência Piauí - pi.gov.br,https://news.google.com/rss/articles/CBMiogFBVV95cUxPeXozUHRYOG9rc3pnTGs3UWNraGtjVy1ISG0teFhsMVBkdVFtSzNxYnpBNkZyaTl6MUJxLTJIN0tXak9pOFZnS3VRZUVvZEtnME8xUW1ybFNXS3pWMHFiOGJxdlFMUE9nRHY4OUYzLUExV0RBUmRyV2ZWXzhkNGtkdXJyeDhxNEZoVVhIWDBMay16LUFqOGExZXpibEJlUGdTT3c?oc=5,Governo divulga resultado final de chamada pública do Conexão Ciência Piauí&nbsp;&nbsp;pi.gov.br
Seduckathon 2025: Piauí transforma escolas públicas em polos de inovação e tecnologia - pi.gov.br,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNZlNvbURmTU0yODJJN1RZQktwQnl2Rk9iNFRZVWk0TWM2QTg2THdpbWREYmZrMGpMVkI0aGhnaWpqZURzcGthZk44R0xxcDBDUFlLSDhKeW1NQXVTdUlmLTJnTExGREdOMVdlMG9DSk5rZlNJdFllR0hWeVphNVdRWDIwNHNHTzRMS21Db0Vqd3hFbjF4Y1MyMjNlRS1fcWt0S0ZqRWhfa2NtMnc?oc=5,Seduckathon 2025: Piauí transforma escolas públicas em polos de inovação e tecnologia&nbsp;&nbsp;pi.gov.br
Tecnologia revoluciona ensino no Piauí e aproxima Estudantes Seduc do futuro - SEDUC-PI,https://news.google.com/rss/articles/CBMixwFBVV95cUxNYUNfX1hkTGZlZnhzbHk3aFc5M0xwRFdkUXR5Q3N0Tkt0ZHhycDNPM1l5RWphQTlZM0E5MjltRzg0Tm9CQ3ZrU1BIREd3WEo2aWtfd1U0Y2xxNF9GSndWU3dBWjllem1qbWhRdXFTQlBscHRjYXlNRUVnbVQ1bUNTb3ZmcFV4OExubEpTNTZRYXRTcDRZaG9Ic2V5blphNTdGanBJdkZPbkkzWEhLS3VmYXdkaFZQdmN0LUJxQ3d1UjRBTk51aGJj?oc=5,Tecnologia revoluciona ensino no Piauí e aproxima Estudantes Seduc do futuro&nbsp;&nbsp;SEDUC-PI
Piauí aposta em data lake e estrutura de dados para avançar em IA - Mobile Time,https://news.google.com/rss/articles/CBMigAFBVV95cUxNWGR2aWZRWmhxMHVRaVNvRVNmUzJvMWtKLWMwYzhoRlgwYkdtTUkxZ010WTdMQXYzLWxKUmZXWXdjNE9ZVnZxYU1YNzUtclJ6NmllbUxNeTNCVGV2QmZmTFJObW9YS01GTjZmWVdQTUIzaENlWHlRMDRMREVSWF9LSQ?oc=5,Piauí aposta em data lake e estrutura de dados para avançar em IA&nbsp;&nbsp;Mobile Time
Piauí lança Sistema de Videomonitoramento Urbano com Inteligência Artificial e inaugura Centro Integrado de Comando e Controle neste sábado (16) - folhapiaui.com.br,https://news.google.com/rss/articles/CBMi_gFBVV95cUxQWTlUb1p4cXZMOTR5TXhaSDA2eVRNcmVFbW1YX3BnQ2U1NlNVUk9XR0ozSFByTi1uVE1WY1RLa1B5bE03UDl0bUNvZHJwdi1pYXBLSzFORnhxY1NWMTQ0ZDc4NXZvR1V2LXIyYjFmcDBNdjQzeEFlMFc4bWt3Z0h1YTFyaF9uUmNlcHM4S2JIOUx3SVk0ZTNwSGc4ZXlES2ZQb280cG5saUhaUFIzRWlNZjNYcEVSNlNFcFg1bFV3RzlidVJmV2JibFBwOTE0S25xbUU0T3FwMk12b2JzRXMtS2kyb1ZySjF0c1duMDgwZ0dEMlAtVkN2NGhlVlNpZw?oc=5,Piauí lança Sistema de Videomonitoramento Urbano com Inteligência Artificial e inaugura Centro Integrado de Comando e Controle neste sábado (16)&nbsp;&nbsp;folhapiaui.com.br
Parceira entre Ministério Público e Secretaria Inteligência Artificial fortalece inovação - Política Piauí,https://news.google.com/rss/articles/CBMiygFBVV95cUxQazNsNTdYVmhZY2Joa1p0TTdWUkQ1M1NXdEM1QXludm5OZ0x3Zi1uM2pub2ZtenVraGdDVC1BWXduV0RSZWtWSWRaVDl2TDlOSVZjaGhfNEIzYkJzXzJUMHdPMUpQOC02NVhPZ19WSGVxeXRmNmlzTEtWVnRWbkgycXJfeHRQY0RJZFFQeFNXdG93Q3ZlV1FFY0Zib2tobk9vWkdZRjU5RG5yemRQNWt3LTFOVjZ3NWtyaHVCdkFMYWJRTlNWWlpsSUxR?oc=5,Parceira entre Ministério Público e Secretaria Inteligência Artificial fortalece inovação&nbsp;&nbsp;Política Piauí
"Estudante do Piauí fica entre os 8 melhores do Brasil na ONIA e avança para seletiva internacional de Inteligência Artificial, na China - Consed",https://news.google.com/rss/articles/CBMi-AFBVV95cUxPQjRfMkF3LTlteldUU3VTSHJoMjVHazJFWU56SFRXWHJKMjNRNDV5REE5ZUNmVXhrSm4yY1NnNnRMS0s4WV9ZLTBwNDlEN0l0bURBYTBFdEZYRk1SQjItT1RTeDF4MVVLbzA0NkVZUGp1bllYS1dWWmxwQndPWnM1Yi1CVDg5b1JESmxzLVJVRFdiMUtGVW1SS0xWUWdnZW9EZzlOdFVRdTJMQklHU0pkSjJYUnVIdUluSkJlM016WHRsdDBLRF96Nk5SRzVOSjNHWFVHbUZwV0U5cDR0Vks4V1VCOWRBS05EVkQ0alVFWnlEWi1tUk90bg?oc=5,"Estudante do Piauí fica entre os 8 melhores do Brasil na ONIA e avança para seletiva internacional de Inteligência Artificial, na China&nbsp;&nbsp;Consed"
