titulo,link,descricao
Como a inteligência artificial está transformando o mercado de trabalho - Conecta Piauí,https://news.google.com/rss/articles/CBMixgFBVV95cUxOSERfcy1YYUdFVjU0VkRkMEc1NC12YnFBQ3h4MVh0ZGNDeVFTcUVTNVFWMDZ5U3dxbHdkTTNjWHpjd09aT0JKZzVhTEJIVERMdXpmN0F3YlhXXzVVX1RFQURGX2w3WkhjU0J6RE4yTlpQNVhSMnNrSnFLTUx4dU5HVzVxbEt5SmFBMS1VS1hCNmFZaDc1akpteFpJVW9EbmxWZnpYNW9HT2txV3lxaGZ5aFQ1eTlkSk5wZ2paTmVaSlk2U0xaQVHSAcsBQVVfeXFMT0xPa0V6Sl93RE5SdVRMX3pHUWpNUXlGaG5WWVpXNGM1dllJWFdmRmQ5ZDdLZTU2LTlRRHVISHBjY0tNNnNvZEpLQ3cwMTdscHBCXzUwSElhbFdGX1hwUHFkMXZITE5EVmV4NDZMRG5BUjQ5R2JsbVluODlna3FMX3FyRVF3aE0tS2RxTzVZZGsxNjhKR0Q4SjZ6QUJiUXNrbDdZVDNKVGYzdXFqdVJlNUJ5NGRHNllhSUZuXzlTV1dvY1hteEJUY0dSM28?oc=5,Como a inteligência artificial está transformando o mercado de trabalho&nbsp;&nbsp;Conecta Piauí
Programa Qualifica Piauí ofertou cursos de capacitação a mais de 7 mil pessoas em três anos - pi.gov.br,https://news.google.com/rss/articles/CBMitAFBVV95cUxPcEhHRVNrYV9icWRDMmNXVk5YWHUxMEduYzZIRmdvQURzV0lPMDRVQ0RETEZxV3g1MERmTnpNc3ZfcnRMbVhwZkVDdHVtNkdsOG1WQTlhWUY1blRaTkZfTUx3dXc0Z1JCNWxNLVY5YmFlamZabXdEUXhjR2RZeTZZUng0ZzNXNUxtSmF3ZTQ0MHUzTF9EdWMxTU5UQWcwLVBLbVZpS25SdnA4eFY4RGR2YzQyNEE?oc=5,Programa Qualifica Piauí ofertou cursos de capacitação a mais de 7 mil pessoas em três anos&nbsp;&nbsp;pi.gov.br
"MCTI e Piauí firmam parceria para projetos em IA — Ministério da Ciência, Tecnologia e Inovação - GOV.BR",https://news.google.com/rss/articles/CBMisgFBVV95cUxPNDFueXFRRlpxanZDSUFmQ2RZQ2xSUG14OTFhZjJIaGxDaUl2YngzZDY0T3MzcVVqclhTQVcxSDVDdGdRYWNkNnNHT0FFRXpFV3lINzdqTjF3M2Q3d3VXV0NvcDNQMEVVTkd1eGQ2ekxpSldmWGRxakRBUWdVa3Q4WEVjUDd0c1VCQ2JJQW9PSkZqc0JvcXVtRm9lX0o3dl95MGhjVzY3OGNXSGhQNzZJZWFB?oc=5,"MCTI e Piauí firmam parceria para projetos em IA — Ministério da Ciência, Tecnologia e Inovação&nbsp;&nbsp;GOV.BR"
"Piauí reduz pobreza e roubos, amplia cirurgias eletivas e ganha destaque em soluções tecnológicas - pi.gov.br",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPbHhOTHpWN2dETFA0VWtfVjBEMG5tNVFaUlluc2RMNWllNW9lakh5bVJlRkx6NUZhZHhMS0dOa0N0cHFHUnhnSG1IN29VY0k5VFVmMmlNQ0Y2WjY1YTNjY0hXVHU1Nnc2QjVPbUh1Z1dYMnFDQzNhOEhNSm1rRTNBbjNTTmpZTGEwTFNfVUNjVnpPNjFlX3doLW42OHh3YjZQa3pHQXF2bllCZ2FKSFlsanNIbHE3MEVnUllV?oc=5,"Piauí reduz pobreza e roubos, amplia cirurgias eletivas e ganha destaque em soluções tecnológicas&nbsp;&nbsp;pi.gov.br"
Governo do Piauí institui SPIA para modernizar policiamento com tecnologia - Conecta Piauí,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNNmZBRVJMMk5mMmU1Z3ZIV1JCNlNQTnJkRDhtNTM4M3UzWEoxczFENE90Mm1NSWJIYlBVZTZja29lMHp2cEpYLW1lclY4WFBkV21CNldnQXZCTEEyaDBYZGNIYlh6VTZJOXFJbFE3VDZwVmFxcDlHeEZJUEVpT2pIclNaMFVsS2gyUzFXRzAzdk05cDFEckhGVWp6d2N2REpPUEtSVnFWMWV1dXVSczFpT2FnaVcxak9ONHpIM1JULTN6SHpsNFpUczF1RERfZHp1M2ZNQtIB2gFBVV95cUxObDdlR1lDM2hWRWlla0JIaDhLSnN6NzJHbXdIUXZ5WXlfVjVCdmpHTkd3SGdoWkNzLUlkeGFJMjcyVnZZTGNVX0xveGJnYUxVSHNfcE1uRk9zNGFqQlh4VWdnVVl0clloeG1UbWk4UVEySkN3RXBYcTV2cXo1MnV3RVdQR2NaUkZRY2RmZmJDQWtDMTRTcHk0cVRrQXNyU2QtcGgyQngwQkM0LW9xYVFUdHZGN1FfeDBsNHNKYTRNcnRlSWNxZGltNEpGeE1hV0gtNkpLT1R0dGdfdw?oc=5,Governo do Piauí institui SPIA para modernizar policiamento com tecnologia&nbsp;&nbsp;Conecta Piauí
Mais de 22 mil Estudantes Seduc avançam na Olimpíada Nacional de Inteligência Artificial - SEDUC-PI,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOQk5WdkxJc3A1RktCUHllZWlqV3VELTNncXlscVNKQ21JU01lallkMU51bm5IbFZ4ZEpacWJ2cl9ieWtWM1c3OUVDdXNySjN2XzNkZGZPeC15TTZ0YVhFekdGNEhFaXhoNHdyMGtjc2dVUE93b3dCYlNINjN3RHlhS1Y1Mk1ZQzVjRVBtSGwtVHNHRnoxSS0yWFJkTDFjUnppVDVoRFhhSkxGZ2hQbFZqdlZUaFN2M1Bkazl0OUlLQloyTE1wbEYxU3pQdnkzSjJlQ2VxNFdR?oc=5,Mais de 22 mil Estudantes Seduc avançam na Olimpíada Nacional de Inteligência Artificial&nbsp;&nbsp;SEDUC-PI
Rafael Fonteles destaca importância da economia digital para o desenvolvimento do Piauí - pi.gov.br,https://news.google.com/rss/articles/CBMirwFBVV95cUxPU3lrTUFDczFLMUEzZFdPaVFER3Rta3BVamZMVk5nQ1VmSDhPbUpaQ1dYSVZIR2NtOEhNSU1TNWZNSjlpQWVWaWNjeUl3dTV5bGg5TTVuWjlnYldjVHp3OXBPLXlKMDdxODNSdVR4QVNmX0lKNzE2UjAzWkdqMHZmMmJUX2IzSnU0Z2VEbTNLS016NGtLdVBvU3NHcWwtLUFLQ2RCZkhOY3dJNWg4cUdV?oc=5,Rafael Fonteles destaca importância da economia digital para o desenvolvimento do Piauí&nbsp;&nbsp;pi.gov.br
Governo do Piauí realiza segunda edição do Papo de Governança nesta sexta-feira (2) - pi.gov.br,https://news.google.com/rss/articles/CBMipwFBVV95cUxPak8wUUwzVDQtRDNKTGpCQ215LWkxdHB4eEZPckJNbzBkSDhyc1BHRGpvOGFoa2tHNlJCV2ZVMU1rd1JvUm9VSVp3Z212VElFNDJkMk1DNG1tYUNKRGZzSzlJN0lFVGszR1BSNUlMUnNOTE9QUVpBVklhMWYwaHRlaTcyT0tyTndaaE14ajJldDgtZm1sQkhYNklrRGV0UGtPdjJyNGh1Zw?oc=5,Governo do Piauí realiza segunda edição do Papo de Governança nesta sexta-feira (2)&nbsp;&nbsp;pi.gov.br
Sistema com câmeras que reconhece ocorrências e aciona viaturas em tempo real é instalado no Piauí - G1,https://news.google.com/rss/articles/CBMi9gFBVV95cUxNdElfSjRtSzVDTUR2bnMyMUI0cE1OcE9wZFNJQVZsTHROeGdGWGFXNzZfdjZ5ZlNRdlR5OGg0TXlqTjVUUUd0Sl9acXpSM1VGMEdMRXpQa3ZoTEx3VlM0X0tGcjhPaC1LMFFLc0hUNVpOV1J0d3pEYVl1NV9GdS1DbDZjTFBiZl9CYkRKd2hCRS0xOFBydWFBS3F3bDdzSFA2UWQ2SlBDU3dPb0ZXS3FlRzBSQXc5VXVCdFl1V3FvSk40UHdWdVFwY2p1Q0I2M3ZFb3hRY29iY1E5ZDl2MHI0T2tkaU5wUmNrdno1T2xyZzBHaHZIM0HSAYQCQVVfeXFMT09VUU1uMTZGWGJxdHdVRkxETVZGdUNoQWdlOVVSQTktSGhTNzBhck02NkxFc1dKWmxhT2ZiOUtXQmhKS0dQVXk4bXd0a0d2TmlHa1dZLTRfMi1wVHJTTTlIci0zNVl4RF9NV0w2bkdwWnZMcWZOMnF2eHoxaGoyMDdoSGZlY1YwVE5hR3FRdmgwNHV1Vl9zdURtTHliVlBqZ3B6Zkw3eXBHR2tNdXh1dHlOYzkxNWp3TlRySmgzSlp2bXN0M1ZaaDBaRlFMa1gzMm5FX1lGTHFZMmV4Rk9ZaC03N2QzOEtWWE56Q0tDQW1zODlfbGVVYWQxRHFGcmtTeU94M2I?oc=5,Sistema com câmeras que reconhece ocorrências e aciona viaturas em tempo real é instalado no Piauí&nbsp;&nbsp;G1
Governo digital: tecnologia é o pilar da gestão de Rafael Fonteles no Piauí - pi.gov.br,https://news.google.com/rss/articles/CBMingFBVV95cUxPTkc2ZzF3a3czd2YtVE9DaW5WU2RDVHRmMjBFVW9Fcl9pRnoyTFhIdXdZeHRESm5pejJ6djFYUWtyVVFYc3FhSTA2a05sWjlnRXVtaGVXYVRSMlVJZy0xZTNnellNODJJSXJHWUF3U2p5R1pxZ1BHQUZIU285SmM5bU5NbnlQSDRHT2hxYVZWVUZERTMtLWMyZ0RUS1c5dw?oc=5,Governo digital: tecnologia é o pilar da gestão de Rafael Fonteles no Piauí&nbsp;&nbsp;pi.gov.br
Governador lança sistema de videomonitoramento por IA e destaca tecnologia e integração para barrar a criminalidade - pi.gov.br,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNTTNqWHJsLVlYbS15dnpET1YwM2lJX184a0JRNkxVUDBpVFdJSmtXVzZjQWFUbTR0dnRodUZrbnZnSlBVWHFPMXRFZVVlUDJINE82NXFUWUUzaE5URXByZkxfY0UtWFpCUjEtY0J0QnBSTzRqbkt6clBlNDUyZHRxYVdoQUc0M3drRGsyY3VqZ0VzcEROdi1COHNqbmROVi1fdjZGS2diRG8wc1JDUWVFMDczYlh4Q0tQdTBDRGEyT3p1TEwxX0NJREZ6N0xDYW01RFRnaA?oc=5,Governador lança sistema de videomonitoramento por IA e destaca tecnologia e integração para barrar a criminalidade&nbsp;&nbsp;pi.gov.br
SoberanIA: Piauí e MCTI unem esforços para consolidar IA nacional - Movimento Econômico,https://news.google.com/rss/articles/CBMivgFBVV95cUxOS0xBUVdwcUJhc09USmZxUHRyVms0YktoSXM3c0pVbExaSkh0Tk95M2cxLXR4elRDeFlpQW5HbVNNb1lJV3pDN0JLWG9oM08wNU5Wd0hJeGZnTXg5YUw0QXdQQzNhVmJrSThxNTdOdDNMN3J2RFhGRFA2cVpNRy1SM0FIODJpaWUwTEFoYnpnM3hfLUlGVGs2U0NkWnpfd0NJUTdmZWNOMjFFeTlhaEVNWlN1MXY1YUU2dzVndjdB?oc=5,SoberanIA: Piauí e MCTI unem esforços para consolidar IA nacional&nbsp;&nbsp;Movimento Econômico
SoberanIA: conheça a IA desenvolvida 100% em português pelo governo do Piauí - TecMundo,https://news.google.com/rss/articles/CBMivwFBVV95cUxNRmo2QWhlMV91ZXJmTi1qLXlndjJEUjQ0eVNGdWtJcUhTeXdpY25uMFBuZGdNbG8tWHFPR1pNSExKN3hFcEd3R0lRekFXcHg3M29ZbTh6bHpqUVFDMzhHT1BQME11eVJnbWs5STUzdFgycUxOR0hEWlJsSFB6R0djbExXaF9EbkxMM3lUazhRN2g1TURjbDZyQ2tsSnFXNXowVW5SV3l0MEJWZWg5bjZHQnNzbzFWeUV4MU44RDQ3aw?oc=5,SoberanIA: conheça a IA desenvolvida 100% em português pelo governo do Piauí&nbsp;&nbsp;TecMundo
TJPI apresenta Sistema de Orçamento e Finanças por Inteligência Artificial (SOFia) em Florianópolis - Tribunal de Justiça do Piauí,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPZTVXdDV1aG1DMFJDODJGUEVMLWg4ZVFHVWljZWhfOEtrTkd4WmRWWmxpbERrTTN5TXVSYmFIT1hkSG1uSFotNDUyVXZfX09lTnNLVW5CcGgxQ3V4bFpSNnV3WkJTaVl6M2lzXzZLclFnNUJxdWFIaEppMGVfNV9fUkY2cFlESTRCaEljUXBHeUxZOGlqN05lUGZLVTRhWXhaS1N6N3NqZjFjbzJUUEpkTDNnY3NVaDExaU16Q2JKMHp1cWZNanllTEVqQUFZOHdTN1JVXzNMZkNDS1RrTGFSMThVdUEwUEU?oc=5,TJPI apresenta Sistema de Orçamento e Finanças por Inteligência Artificial (SOFia) em Florianópolis&nbsp;&nbsp;Tribunal de Justiça do Piauí
SIA e Seduc lançam chamada pública para seleção de professores bolsistas no projeto Conexão Ciência Piauí - pi.gov.br,https://news.google.com/rss/articles/CBMixwFBVV95cUxOU3ZzSGJJM19hZ0p1Q0NTNXgwOW1VN01YYlJwd0NxdXQtWlozbVdmWmUwcW81NTc5Y3NveE9IUXdhN3V3SE0wZ1EzbklCbl9sQUdqRXpEWEVvN3N3SDVEZVJQVFVGRWxncVRvLTk1bjMwbFlENGJzajA1MEpwbUMxMHprazNuVUFOVVprMGVXS1RldXZBWm1wcnBhbjJYZlAyaHRucFR3cExqYzZEajNURTNyX3dIMG1lbmQ2WDVkU3Z2RzhmU2x3?oc=5,SIA e Seduc lançam chamada pública para seleção de professores bolsistas no projeto Conexão Ciência Piauí&nbsp;&nbsp;pi.gov.br
Estudantes da rede pública do Piauí participam de desafio tecnológico - Agência Brasil,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPQmx0RklGeDgtbHZHdXh5eldRWi12X2hzV01WNXhfeklEWkpRNEQ4WkNXOGhYeU1pdUM1T2dRcFNXV05kemJPNlpZOHoyRVdFbDZvc18ydHVORGIxQ3l6MjdQS2hmVXRQQkVuaFB3T09uWEgxYlZyMXpHLXQ5U2J4ZkY0MjZMM19TX2hTNF9TcEt6ZE9YWDh3VEhBaW1ONUx4RjFwcUhCbGRkWTJCWW9CQmVXY3Q0UVg1S0pyN1NyNWlDOWFXT3dFZURlZ25WLW9yNDdSYnEzWjNRWDBfYkgtWA?oc=5,Estudantes da rede pública do Piauí participam de desafio tecnológico&nbsp;&nbsp;Agência Brasil
"Piauí lançará SoberanIA, primeira IA brasileira para apoiar serviços públicos - Geocracia",https://news.google.com/rss/articles/CBMioAFBVV95cUxQV05OV2ZEWjk2U3lBR0VIc29lNEh5VzB6bHN1azI3emwtaTdpQnY0QWpabjh3dGVsNGlXMllFVkc1cU9EZ1M3cGN5bnpDck9IbVNubERsc2RWSXM2bkF5ZlNsQ3RtWGZ4TkxmZ3VXVGx4dWprMlllOS1yTVFGYzZUY2paWHlQcl9XTEt1U3NNTWRtbXdqSVBiMVZfSHc2TF84?oc=5,"Piauí lançará SoberanIA, primeira IA brasileira para apoiar serviços públicos&nbsp;&nbsp;Geocracia"
Comitê de Inteligência Artificial do TJPI realiza primeira reunião - Tribunal de Justiça do Piauí,https://news.google.com/rss/articles/CBMivgFBVV95cUxOQzNXU293eElnd25pc0RndERWZGIzV2RrN3VQWURJVDdldWpfY2FuTUt3ZkZRak9id2hGN2FIdHVtY2h6NjVKdkFTamVRR3JycVVSRlBMMmFRRk5SZnpPTkE1Tkh0eFdrU1h4czdDc0g3VFlVQ25EQWNodDh5UFdJdThFZzY2MmxLcFBrSG9TTHZ0ZHA1bGJMQjJRdlJ0OWdBS2tfeUFBaGxDX2djTnJlMXl4RndCRVZ0UnhYcDRR?oc=5,Comitê de Inteligência Artificial do TJPI realiza primeira reunião&nbsp;&nbsp;Tribunal de Justiça do Piauí
Painel aborda os impactos da Inteligência Artificial nas estruturas de poder no Brasil - Assembleia Legislativa do Piauí,https://news.google.com/rss/articles/CBMi7gFBVV95cUxQeWV2N1FUZWlYdmpWQW0zcDRLSDl1S241TXpUbjhjVVFyVDJnM2l3VVA2V0RnX0E0VldWblZlUlh2MnRPRjR2Unh1Rm02by03eFpDbzR5VTlISnVpbEptMXRhLTRKbkxhU0FWWVNzOXNiU3NjSi1KMkUwOEUwYUd0TjQ2elgyampkcVphOVRqcVItRHFmdUV4YmxPWjhQUm1SU1ZJakJsVTBFSjZkdG90TDRqQ3BvejFZQ2JKX0tlWE5fU1lTSm1DS0lNTFNvaDV5NTA0aEFlNndRcTVtWHU1YXB2VjRmc2NPYVRHM0Jn?oc=5,Painel aborda os impactos da Inteligência Artificial nas estruturas de poder no Brasil&nbsp;&nbsp;Assembleia Legislativa do Piauí
"Piauí lança inteligência artificial ""SoberanIA"" - Capital Digital",https://news.google.com/rss/articles/CBMiggFBVV95cUxNMnY5ZDBEMFQ1dHQwa2ROQ01SUEhJNVZnanNHb0RKVzJ6d1lNQ0lHY3pxUFcwOVpEeExpdXBqcFY4RnExeE1iZ1hXNUNnTkpBQWRfeTlLSjJFendSQlNRbmtGaEFiQWxhNUE5NGhTZWg0OURoS2FIdTVJXzFBMUY3dnZn?oc=5,"Piauí lança inteligência artificial ""SoberanIA""&nbsp;&nbsp;Capital Digital"
Conexão Ciência: termina nesta sexta (18) o prazo para inscrição de professores - pi.gov.br,https://news.google.com/rss/articles/CBMioAFBVV95cUxPRGh6TTlYVnpQeDJjbWlHdjFTeU5abGpHZUx0X1V6MDhHY1c5d3UzeFN3djBVRTFJS1dyUFE3S1pFVFZ1ZkYtSk9jeWw5andaeVRpRkJpVEVSdWlZQjhnZGdEVkFCSVhuRHotbUIzMnVldDdlZnlxN010Y29BU0lYQ3VheklPdzFVbkwwQUpsa2ZQX3hmT2dWakZwMmlBQVhj?oc=5,Conexão Ciência: termina nesta sexta (18) o prazo para inscrição de professores&nbsp;&nbsp;pi.gov.br
"NEON 2025 chega ao Piauí em julho com inovação, tecnologia e oportunidades - pi.gov.br",https://news.google.com/rss/articles/CBMinAFBVV95cUxOZnFwSGtIWV9senkyc3VTRTBhSUt1TG1IMTRtWmJBb002RDVfaTlZZE9VaEMwZzBHUzBvOTUyTG5iMEhXdVBPOGJKbDdhN0QtdW90eXBIVmwtOURNZEhsZ2ZzUUw3NWZnbHJaM2JrTkdIS2o4aWRjWHB5d1gzTHRrNW81bmJHeUZ4cThaR3IyTFRRd1BDWlh6ZHU1OWY?oc=5,"NEON 2025 chega ao Piauí em julho com inovação, tecnologia e oportunidades&nbsp;&nbsp;pi.gov.br"
Projeto de extensão em Direito e Inteligência Artificial prepara alunos para os desafios jurídicos do futuro - pi.gov.br,https://news.google.com/rss/articles/CBMiywFBVV95cUxPTnVaUmw2REwtbzJkVzJpZ1FibWZnU0pHRkVSbWRBdkxrekYyb1hJQS04aFhHNnlTTTJJLVZFaG90dVNRdE5TV3FFSDVwYW1LZl9fekNna0xSQ2Zya2hfT2JBcndmOTZIVXFzeFFGb0FnRU02d2dPQ1FlSHhMWWM5N0oxVVZZRmRZbXY5dXM5akJ0RVJKVll4R1FUYTljQ1ZENlg2Nk51M0RkcFJUUWwyc2dRRHNXZEs4ak80MS1xc0JaTkZBb3pmbTJMcw?oc=5,Projeto de extensão em Direito e Inteligência Artificial prepara alunos para os desafios jurídicos do futuro&nbsp;&nbsp;pi.gov.br
"Secretaria leva tecnologia imersiva, realidade virtual e inteligência artificial à Brazil Energy Conference - pi.gov.br",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOam0zZTF4RTRhS3JLQWNKSi1iaDQ1N1BkdGgzUnQ0bXRteDBXUVhuTGQwZkNwRllpUVpUajhMZzl4UEdFb2pSYkVJRVpmSzd4T0MtUDgzUWJjZmQxWk1RalB3LVlTcDJqdTJLRC04Wlk4Um1KOUVIQWtkeHFZUEdXMl8wbVc3aXVSczRMUHJwMFlPR2VxajdFajJ5ZTVrUG9CNWh0T1IyWGRZblBsTGRUZzNXd3VJbGZ0X2ZsSVBHekNiNUZVYkFwcA?oc=5,"Secretaria leva tecnologia imersiva, realidade virtual e inteligência artificial à Brazil Energy Conference&nbsp;&nbsp;pi.gov.br"
Câmeras de segurança com inteligência artificial são instaladas no Piauí; saiba como vai funcionar - Portal Clube News,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNTDRGYlVlUFAtck8td0d2OUF4VGU4cUkwcnp3MTY3TzRFN1FEb2NQQ194UHJfa0cwTkZfdHF2X1JqcDNHelBTUjJQQUZPdU9SdWVwZXpxOTREdEVqRHJzOWh1TGNtalpXeFYzYWR3dEhCalZRbm9kbXY4a0FLRUdmWXlfU0tXUjlOM0NuSVBMMUhUMm9icXYzUGU0S290aXZBOXljZzBWUkw3cTZFU3dYTWlMSlFzYVNWV2xSTVJJNGVZal8zX2dLUUl2RGo3Rk9LYjBF?oc=5,Câmeras de segurança com inteligência artificial são instaladas no Piauí; saiba como vai funcionar&nbsp;&nbsp;Portal Clube News
SSP anuncia viatura com Inteligência Artificial e câmera que reconhece rostos e placas de veículos - G1,https://news.google.com/rss/articles/CBMijwJBVV95cUxPRDA5VUpEZHdiakVBWnBjZVRpaU5Nd1VnMmhRRVJnSHJ1SVJrd0JZLXpsNWRHRmphZEJGaldxUEN4VWxyTUg3dlVOdk1tcjNnS2oyY3ZkczROT1lxZXZJN01iTzN2WUhYZ2tNWWZKb0EwdmhHVlBOVEh1bE52WE5nSW5Fd3BIU2dqLUh0bFo4QzZhVl9RLWZFQXpwcS13dWpsZU9KeGJKTGY2VzZfaEcyNWVWd0I0UjRuaEE0cTQtNjB1ZjdWU1dZU2N0c0RUVXhYRV9PYXhQek1SYXV2RHRaNXZxcGNUUzMzbDFjd29YYkp4czdCUHB0SWpYaW0wS3U1bDBrRlpMY1VKbGFzZlVj0gGeAkFVX3lxTFBTbXNSalN2Zmx6TVc4b2lWV2pmeTM5QVRwaVhaOHRMdEhMb3BQZEltQlBLSWQydVlVckNxR0p5UjVBclFBX09MVXVOQkxFSkxhaW9RNm0wZU1RSHc5M3hSZ0tRZzVLX0xSbXRScmp3elQwTXZiMXhYSGd2Q0tmcUtKcFM1ZzJKT1VHWEk3elgxUmhma0Mycl9QeTdxc3ZLYmRYUmstZ1VjbEpuMWtuaFNzZFdVN2p0MXowMXN6UWtLQ1Q2U3FhTDlmZUsxWFVzY0prU1pSSm5acGU5YlI3Y2l1REczTVhhMnpTWjZWdUs4M3V0SFBjVGcwaDN5TzRuR2lyREwxQXBpdkhLbV9VQjR6bkZ0eVhFanVKWVZXeWc?oc=5,SSP anuncia viatura com Inteligência Artificial e câmera que reconhece rostos e placas de veículos&nbsp;&nbsp;G1
"JuLIA, inteligência artificial do TJPI, é entrevistada em podcast - Tribunal de Justiça do Piauí",https://news.google.com/rss/articles/CBMiugFBVV95cUxPR3VHcm5MaG5faXlFcXcyNlZxcHFHX0JvZWV6dkk1bHlKanZmXzRoQnZ0QlZWY2tibzcwdkpIZzVLWEJnVWJTM19ib0lhdVRGVWFYejJOeVlqUGtjZE1lZ2NWUXR4N3poU0t2bXJrN1Q3bC1zVnhBLVRZOHlEb3JqRWlsQ29Jd2tsY1kyd3RLQ0ZJYlp0bWhBbWRzOXQzakhxOEpyTkczTFJ0TFQxNDhlQ1hrTERCckYwc2c?oc=5,"JuLIA, inteligência artificial do TJPI, é entrevistada em podcast&nbsp;&nbsp;Tribunal de Justiça do Piauí"
Inteligência Artificial é o tema de nova edição do projeto Sextas Sem Conta - Tribunal de Contas do Estado do Piauí,https://news.google.com/rss/articles/CBMiogFBVV95cUxQOGpULV8tNWtRRnMyX0ZoMUczLUJwclFQWXhWdEVIa0xKNGtCZDVuZmhnYUhtekR4c2hqdlFjWDJvUGFFU1RRTXNLdVVteDVJaDh6aGZJMXNhVHJkU255Z2hEMFVTRFo2bkZDN1N3NWRZQjJvODBZaDVOYW5IMDlKbHNYclozQUIxX21TbnBudkdzRVlTSWZUTWx0Tm40UzE2Snc?oc=5,Inteligência Artificial é o tema de nova edição do projeto Sextas Sem Conta&nbsp;&nbsp;Tribunal de Contas do Estado do Piauí
SoberanIA: Governo do Piauí anuncia primeira IA com base de dados 100% em português - RealTime1,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOTXk0SVoxblZWNnRmRjdxRFE4UVB5SFpKYko4MW40a2xJZm4xWE5fenhzYmcyeXdPUnZNU0l1M25rU3ExTHlrcS1xMTJxSWVaT05QNFJPNnc0VGFzRU1XQzFUd2lCMjl2WVQ2Y2c2SFRYaVpqU1drLTVlUWhJQjdoWnIwQ0RwQ093V1hvTnYxUUFLX0N2dks5RnVNNGtDWk1qS3ZzSW5YWS13aVU?oc=5,SoberanIA: Governo do Piauí anuncia primeira IA com base de dados 100% em português&nbsp;&nbsp;RealTime1
Estudantes do Piauí utilizam inteligência artificial para aprender inglês - CidadeVerde.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPdjY4SUNrazV2VWJqd090SkFCR1VpZFdWTjR3anZmTE1lNlJXNlN4NFRzRjBNUzhuRW93cmVBcEdUM25pYXlxWHZZRUdVcWZYeGN4REh4NnZQTURiNnRuQWM3aVBCRm5DVVZZUXI4UTRFMTV0U3h2SmZBcmZyVkRZSnRXaGZPOWJyRFJBbVVNc2ROVUJpTVVHYk1BRFlrZ21IbUhFQjVnaG92b1ZzdE9odm9fVQ?oc=5,Estudantes do Piauí utilizam inteligência artificial para aprender inglês&nbsp;&nbsp;CidadeVerde.com
Piauí lança sistema de videomonitoramento com inteligência artificial em agosto - Info Newss,https://news.google.com/rss/articles/CBMipAFBVV95cUxQRXFOYV9VUnVoU2R6XzhmYm85alMzS1NvSlRHaTNnTThHMXkxSG5VbGlmOHVCZkdQWGZCVW5zOUt5UFA0Q0ZjTnRXS3htUGlyOGhnb01iNFNQeTlWQ01BZHlkdXJfN0Mxd1hMa1RRMC03ZGxraS1jZ0wtV052VzBaLUQzdmNTTkdYSWVFbmw2MDRrVmY2Z3Z3VF9LTkdTSHAtYW9wdQ?oc=5,Piauí lança sistema de videomonitoramento com inteligência artificial em agosto&nbsp;&nbsp;Info Newss
Seplan divulga resultado final das inscrições para o CapacitIA - pi.gov.br,https://news.google.com/rss/articles/CBMijgFBVV95cUxNVEtQTHAyelFPNTAtR19FSGxnR0w2Vk5MY0V1UUxpSk5EUTJVWWdfdUJ3Z2dUbVA3Z3R0b0EtbXhUcGJqeURsalJZZ3NLRnA0WXZRdWpVcjlrN1FCdlkyNzJwSENxc3BIM00wNkF2aEVsMXlaa201QWFoUmFxd2ZhbG4zTW5nd1JjVkhRX2d3?oc=5,Seplan divulga resultado final das inscrições para o CapacitIA&nbsp;&nbsp;pi.gov.br
Sexta Masterclass do CapacitIA prepara órgãos de segurança pública para o uso de inteligência artificial - pi.gov.br,https://news.google.com/rss/articles/CBMixgFBVV95cUxPanVOcHF4a3RoRDUxWThnVmJkOTN1NEZNYzdEMjNNT29qZHBlTmZlY3BmYlRudk9LUURfSC1zbnd4dzFmZXRybTlSbThmSjZzZ2cxZnZGcmNNVXlndVJqWEhENjljd0hLcGVoaGZoZHpLN3NEZmpZQ3VUSW41ckpVVnlZcFpwOEZKbmlZNWpmVk96R2E4WndHOUljN1VSRkpUWTVsVHFGN29SUEFNTHZmS1VEV2RYdWFTTmlOTGNUUC1vbVZWcnc?oc=5,Sexta Masterclass do CapacitIA prepara órgãos de segurança pública para o uso de inteligência artificial&nbsp;&nbsp;pi.gov.br
